X Field (G)	Y Field (G)	Z Field (G)	Field Mag (G)	Phi (Deg)	Theta (Deg)	S21 Abs (dB)	S12 Abs (dB)	S11 Abs (dB)
16.211779	5.322181	0.049771	17.063114	18.174542	89.832876	-27.061104	-27.667362	-18.503881
15.454627	4.901779	0.111973	16.213743	17.597584	89.604309	-27.138161	-27.853985	-18.503965
14.060437	4.663695	0.152726	14.814495	18.350123	89.409313	-27.233896	-28.149893	-18.504320
13.142417	4.234713	-0.023156	13.807840	17.859835	90.096087	-27.177231	-28.213520	-18.504025
11.763242	4.003063	-0.012432	12.425720	18.793579	90.057323	-27.226643	-28.451025	-18.503567
10.922438	3.657733	0.075510	11.518870	18.514795	89.624406	-27.064117	-28.505199	-18.503263
10.201750	3.293099	-0.336313	10.725358	17.889949	91.796905	-26.959431	-28.437710	-18.502796
9.285874	3.091478	-0.196894	9.788946	18.413768	91.152517	-26.754505	-28.323601	-18.501823
7.664325	2.422267	0.047626	8.038129	17.538849	89.660521	-26.334347	-27.730930	-18.502438
6.836391	2.233515	0.064785	7.192289	18.092716	89.483897	-26.053026	-26.756126	-18.502230
6.242251	1.901054	0.066930	6.525656	16.937919	89.412339	-26.067312	-26.471951	-18.501993
5.637388	1.836707	0.335043	5.938509	18.046035	86.765725	-26.174622	-26.187666	-18.501781
4.331139	1.283321	-0.068199	4.517780	16.504613	90.864954	-26.918205	-26.009056	-18.501289
3.623320	1.053816	0.036901	3.773637	16.216687	89.439713	-27.079874	-26.052660	-18.501467
2.428607	1.055961	0.084089	2.649577	23.499460	88.181307	-27.789137	-26.311691	-18.500626
2.029654	0.899383	-0.269820	2.236334	23.899149	96.929791	-28.778097	-26.747515	-18.499649
0.678363	0.142231	0.021887	0.693459	11.841542	88.191331	-30.546412	-27.729538	-18.500322
-0.488466	-0.353243	0.187045	0.631162	-144.126794	72.761504	-33.562618	-30.012171	-18.501211
-1.312111	-0.321069	-0.250516	1.373855	-166.250096	100.506405	-34.250263	-30.612476	-18.501348
-1.704629	-0.692138	-0.111097	1.843138	-157.901152	93.455665	-36.297447	-32.506203	-18.500772
-3.169600	-1.082511	0.122698	3.351604	-161.143464	87.902012	-38.126976	-34.406189	-18.501072
-4.282807	-1.462160	-0.184024	4.529261	-161.149983	92.328571	-39.072292	-35.685131	-18.499866
-4.651731	-1.811779	0.118408	4.993512	-158.719832	88.641257	-37.729263	-34.918076	-18.499958
-5.664127	-1.850388	0.079799	5.959248	-161.908539	89.232738	-36.492168	-34.071922	-18.500050
-6.809507	-2.197863	0.073365	7.155793	-162.111797	89.412565	-34.243282	-32.496456	-18.499992
-7.781150	-2.553917	0.227798	8.192721	-161.829208	88.406690	-32.891479	-30.757694	-18.502989
-9.587161	-2.912117	-0.426399	10.028754	-163.103752	92.436814	-30.673664	-29.333616	-18.505327
-10.106229	-3.180230	-0.297704	10.598979	-162.532244	91.609536	-30.019741	-28.885748	-18.505825
-10.708948	-3.725036	0.268551	11.341498	-160.820109	88.643187	-29.421812	-28.496340	-18.505787
-11.240885	-3.613501	0.437999	11.815529	-162.179449	87.875572	-29.034864	-28.193687	-18.505831
-12.572872	-3.740051	0.105538	13.117783	-163.433844	89.539025	-28.596439	-27.877029	-18.506468
-14.065727	-4.323465	0.081944	14.715425	-162.913834	89.680941	-28.130199	-27.538704	-18.505320
-15.307628	-4.758881	0.051916	16.030381	-162.730418	89.814443	-27.799797	-27.297304	-18.504604
-15.929651	-4.666650	0.015452	16.599146	-163.671858	89.946663	-27.611032	-27.159575	-18.504528
-16.954917	-5.207167	-0.070344	17.736650	-162.927314	90.227237	-27.441452	-27.035624	-18.503607
-17.634852	-5.402354	-0.284835	18.445991	-162.967802	90.884771	-27.300165	-26.936985	-18.503906
-18.228991	-5.925711	-0.415674	19.172453	-161.992175	91.242316	-27.173847	-26.838837	-18.504063
-19.389386	-6.371851	0.021887	20.409538	-161.808145	89.938557	-27.085674	-26.776001	-18.503395
-20.556215	-7.008889	-0.113242	21.718548	-161.172573	90.298746	-26.954744	-26.675077	-18.502678
-21.238296	-7.182626	0.296435	22.421936	-161.314863	89.242484	-26.882656	-26.621035	-18.502512
-22.304315	-7.665230	-0.096083	23.584898	-161.033906	90.233419	-26.803665	-26.559587	-18.502151
-23.181581	-7.658796	0.105538	24.414217	-161.717334	89.752320	-26.745573	-26.513525	-18.502399
-24.018095	-7.489348	-0.025301	25.158694	-162.681422	90.057620	-26.686670	-26.468050	-18.502415
-25.013332	-8.053458	0.109828	26.278071	-162.153173	89.760534	-26.630527	-26.420841	-18.502132
-25.598892	-8.776292	0.094814	27.061699	-161.076298	89.799257	-26.594599	-26.393635	-18.502218
-27.072443	-8.840639	-0.162575	28.479826	-161.915296	90.327071	-26.539011	-26.348055	-18.501982
-27.711625	-8.868523	-0.184024	29.096713	-162.253822	90.362373	-26.507771	-26.322769	-18.501928
-28.571732	-9.168810	-0.218343	30.007643	-162.208308	90.416901	-26.485682	-26.305862	-18.501884
-29.380362	-9.765094	0.071220	30.960747	-161.614841	89.868201	-26.445967	-26.273294	-18.501787
-30.439946	-9.904513	-0.029591	32.010789	-161.976211	90.052964	-26.423710	-26.255512	-18.501463
-31.733325	-10.470769	0.206349	33.416815	-161.739111	89.646196	-26.386057	-26.226969	-18.501007
-32.374652	-10.578014	0.169886	34.059380	-161.905842	89.714212	-26.370712	-26.213093	-18.500782
-33.483569	-10.786070	0.165596	35.178348	-162.144681	89.730290	-26.360218	-26.204510	-18.501020
-34.605356	-11.079922	0.101248	36.336009	-162.246005	89.840348	-26.331814	-26.180115	-18.500669
-36.040298	-11.414528	0.330754	37.806136	-162.426189	89.498732	-26.312372	-26.164196	-18.500227
-36.462845	-11.777017	0.142002	38.317846	-162.100229	89.787668	-26.303680	-26.157713	-18.500326
-36.872522	-12.347562	0.159161	38.885351	-161.485763	89.765483	-26.287039	-26.142582	-18.500805

35.168466	15.489040	0.157016	38.428583	23.769849	89.765893	-26.250813	-26.244310	-18.500381
35.134147	15.428982	0.051916	38.372705	23.708435	89.922483	-26.255138	-26.249254	-18.500685
34.563602	15.102956	-0.070344	37.719317	23.603466	90.106853	-26.262526	-26.257774	-18.500669
33.862218	15.293853	-0.012432	37.155779	24.306290	90.019170	-26.264952	-26.261190	-18.500170
33.836479	15.214492	0.075510	37.099781	24.210952	89.883385	-26.272774	-26.272964	-18.501175
33.278803	14.757626	0.105538	36.404360	23.915096	89.833896	-26.293344	-26.297941	-18.501242
31.189664	14.103430	0.019742	34.230136	24.331665	89.966955	-26.324001	-26.339731	-18.500917
31.153200	13.751665	-0.091793	34.053467	23.817652	90.154444	-26.335041	-26.354235	-18.501146
29.563824	13.189699	-0.325588	32.374278	24.043715	90.576233	-26.362646	-26.390430	-18.501352
28.577167	12.713530	-0.102518	31.277769	23.983526	90.187796	-26.400776	-26.443878	-18.501562
27.968013	12.316722	-0.061764	30.560027	23.768022	90.115800	-26.419441	-26.467291	-18.501841
27.255904	11.767626	-0.351327	29.689809	23.352076	90.678011	-26.442354	-26.502909	-18.501652
26.346464	11.553136	-0.027446	28.768244	23.677836	90.054662	-26.482050	-26.556269	-18.501604
25.748035	11.207806	-0.310574	28.083316	23.522905	90.633647	-26.508936	-26.596376	-18.501295
24.452511	10.832447	-0.134691	26.744819	23.893312	90.288552	-26.538071	-26.633997	-18.502197
23.761851	10.978300	-0.078924	26.175463	24.797583	90.172757	-26.576645	-26.687529	-18.502069
22.721571	10.040976	0.107683	24.841550	23.841297	89.751633	-26.638794	-26.783634	-18.501747
22.037346	9.985209	0.264261	24.195430	24.375468	89.374206	-26.671679	-26.829302	-18.502258
20.456550	8.994262	0.272841	22.348190	23.733958	89.300479	-26.783121	-27.001095	-18.502344
19.431284	8.666091	-0.081069	21.276337	24.036227	90.218313	-26.850168	-27.108330	-18.502821
18.609785	8.286442	0.182755	20.372104	24.002139	89.486002	-26.922314	-27.231504	-18.503317
18.311643	8.044068	-0.136836	20.001050	23.715263	90.391989	-26.968292	-27.312048	-18.503889
17.196291	7.784534	-0.347037	18.879402	24.355635	91.053258	-27.049488	-27.456705	-18.503603
15.986564	7.211844	-0.074634	17.538143	24.281044	90.243824	-27.216022	-27.762926	-18.504282
15.443902	6.639154	0.161306	16.811261	23.262306	89.450232	-27.253645	-27.850088	-18.504793
14.710344	6.489010	0.178465	16.078971	23.803181	89.364045	-27.350904	-28.054573	-18.504406
12.957955	6.096492	-0.173300	14.321517	25.196168	90.693333	-27.546474	-28.498121	-18.505287
12.604045	5.673946	0.036901	13.822336	24.235779	89.847038	-27.618408	-28.684605	-18.505468
11.889791	5.255689	0.030467	12.999628	23.847046	89.865719	-27.649714	-28.865549	-18.505249
10.238213	4.670129	-0.297704	11.256986	24.519954	91.515431	-27.829365	-29.475132	-18.505077
9.635494	4.391291	0.077655	10.589250	24.500707	89.579827	-27.607403	-29.391800	-18.504213
9.069239	3.743529	0.324319	9.816837	22.429473	88.106775	-27.340614	-29.274555	-18.503092
7.790874	3.578372	0.172030	8.575084	24.669459	88.850474	-26.818573	-28.692133	-18.501976
7.010128	3.269505	0.268551	7.739747	25.004220	88.011570	-26.405809	-27.964348	-18.502363
6.274425	2.851248	-0.108952	6.892742	24.438179	90.905702	-26.101591	-27.095840	-18.502995
5.392868	1.976126	-0.115387	5.744686	20.124513	91.150914	-26.123423	-26.190376	-18.502541
4.374038	2.152009	-0.025301	4.874832	26.196997	90.297374	-26.271833	-26.032471	-18.502438
4.054446	1.472073	0.279276	4.322445	19.954756	86.295505	-26.613398	-25.966999	-18.502415
2.771792	0.974455	-0.108952	2.940113	19.369698	92.123708	-27.351326	-26.144238	-18.501913
1.969597	0.753529	0.144147	2.113740	20.935873	86.089676	-28.261011	-26.546835	-18.500334
0.976505	0.444663	0.152726	1.083795	24.482687	81.899030	-29.335619	-27.101189	-18.500595
-0.484177	-0.018637	-0.126112	0.500678	-177.795624	104.588891	-32.072773	-28.826605	-18.501514
-1.271357	-0.381126	0.096959	1.330792	-163.312364	85.821850	-33.790916	-30.116568	-18.501698
-2.476795	-0.705007	0.096959	2.577004	-164.111260	87.843762	-36.152866	-32.338516	-18.502104
-3.416264	-1.342045	-0.102518	3.671846	-158.553122	91.599902	-38.652969	-35.191090	-18.501625
-4.089765	-1.843953	0.024032	4.486303	-155.730808	89.693081	-37.382523	-34.575115	-18.501427
-4.512312	-2.292239	0.021887	5.061205	-153.069590	89.752226	-36.391788	-33.932320	-18.501562
-5.934385	-2.513164	0.259972	6.449845	-157.047736	87.689974	-34.563389	-32.663910	-18.501171
-6.406265	-2.706206	0.069075	6.954750	-157.099291	89.430926	-33.458664	-31.218609	-18.502110
-7.118374	-3.323939	-0.001707	7.856196	-154.969684	90.012450	-31.981903	-30.327782	-18.504360
-8.047118	-3.478372	-0.085358	8.767124	-156.623554	90.557852	-31.018883	-29.657200	-18.505676
-9.055225	-3.679993	0.281421	9.778478	-157.883446	88.350823	-30.005392	-28.943203	-18.505835
-9.833826	-4.351349	0.274986	10.757044	-156.131188	88.535169	-29.336977	-28.472906	-18.505173
-11.373869	-4.909025	-0.072489	12.388247	-156.654704	90.335264	-28.477066	-27.841829	-18.505331
-11.564766	-5.305833	0.084089	12.724101	-155.354677	89.621349	-28.212696	-27.625219	-18.504534
-12.937506	-5.618989	0.000438	14.105038	-156.523836	89.998221	-27.880381	-27.389433	-18.504583
-13.754716	-6.335388	-0.038170	15.143672	-155.269319	90.144417	-27.593771	-27.168344	-18.504364
-15.226122	-6.590632	-0.149706	16.591975	-156.594610	90.516974	-27.413944	-27.036804	-18.504234
-16.476602	-7.324190	-0.186169	18.032106	-156.033865	90.591550	-27.219355	-26.888496	-18.503874
-16.959207	-7.482913	-0.293414	18.539007	-156.191482	90.906850	-27.089985	-26.789877	-18.503328
-17.862212	-8.094212	-0.203328	19.611635	-155.622476	90.594038	-27.002308	-26.722813	-18.503807
-18.750204	-8.428817	0.054061	20.557676	-155.794556	89.849329	-26.927078	-26.663902	-18.503664
-19.591007	-9.057275	0.028322	21.583387	-155.188051	89.924817	-26.797211	-26.561304	-18.502911
-20.759982	-9.083014	-0.040315	22.660088	-156.369413	90.101937	-26.725117	-26.503536	-18.502213
-21.750929	-9.385446	0.356492	23.692120	-156.659980	89.137845	-26.679932	-26.469757	-18.502213
-22.602457	-10.153322	-0.059620	24.778308	-155.809754	90.137861	-26.619717	-26.420916	-18.502237
-22.744020	-10.264857	0.247102	24.954335	-155.709337	89.432638	-26.599323	-26.403490	-18.502327
-23.726388	-10.558710	-0.061764	25.969822	-156.009994	90.136268	-26.553135	-26.366167	-18.502045
-24.710900	-11.112096	-0.029591	27.094430	-155.787314	90.062575	-26.511858	-26.332895	-18.502428
-25.817672	-11.614004	-0.001707	28.309668	-155.779542	90.003455	-26.453753	-26.285473	-18.501719
-26.615577	-12.081594	0.124842	29.229599	-155.585304	89.755283	-26.434086	-26.269260	-18.501696
-28.076259	-12.332548	0.004728	30.665421	-156.286430	89.991167	-26.394257	-26.233973	-18.501648
-28.826976	-13.014628	0.131277	31.628980	-155.702065	89.762191	-26.373890	-26.217901	-18.501064
-28.914918	-12.888079	0.202059	31.657793	-155.976310	89.634301	-26.364990	-26.208979	-18.501207
-29.927314	-13.398566	0.099104	32.789869	-155.881765	89.826830	-26.340384	-26.186169	-18.501244
-30.847479	-13.688129	0.174175	33.748513	-156.071428	89.704296	-26.326969	-26.172867	-18.500908
-31.754774	-14.625453	-0.196894	34.961527	-155.270387	90.322676	-26.326227	-26.160736	-18.500967
-33.698060	-14.668351	0.159161	36.752484	-156.477100	89.751873	-26.327995	-26.149466	-18.500484
-34.472371	-15.208868	-0.053185	37.678334	-156.193404	90.080876	-26.339716	-26.150446	-18.500233
-35.126568	-15.500575	0.165596	38.394935	-156.189196	89.752885	-26.328650	-26.144463	-18.500214
-35.729287	-16.266307	0.238523	39.258522	-155.521869	89.651887	-26.295362	-26.128159	-18.499832

33.122225	19.083904	0.122698	38.226852	29.949089	89.816096	-26.225700	-26.207994	-18.500351
32.785474	19.560073	-0.149706	38.177300	30.820636	90.224676	-26.225542	-26.206917	-18.500048
33.486859	18.910166	0.060495	38.457350	29.453595	89.909871	-26.228548	-26.209871	-18.500614
32.628896	18.545532	-0.235502	37.531814	29.612928	90.359518	-26.238216	-26.221960	-18.500713
31.543573	18.429707	-0.085358	36.532977	30.296115	90.133870	-26.257544	-26.246824	-18.500439
31.041665	17.524556	0.101248	35.646954	29.446878	89.837262	-26.265963	-26.257307	-18.500944
29.994951	17.496673	-0.059620	34.725123	30.255893	90.098371	-26.281818	-26.274252	-18.500891
28.795948	16.276221	-0.061764	33.077572	29.476266	90.106986	-26.315592	-26.319864	-18.500723
28.420589	16.398480	0.107683	32.812370	29.984644	89.811967	-26.331564	-26.340321	-18.501314
27.521873	16.192569	0.392956	31.934420	30.470544	89.294953	-26.345161	-26.357985	-18.500853
26.874111	15.285274	0.049771	30.916984	29.630058	89.907764	-26.374510	-26.396923	-18.501566
25.025201	14.654671	-0.233357	29.001285	30.353092	90.461032	-26.427679	-26.469225	-18.501682
24.784972	14.133459	0.013307	28.531555	29.693651	89.973277	-26.446068	-26.491755	-18.501307
24.027819	13.612246	-0.156140	27.616186	29.532432	90.323949	-26.490082	-26.552069	-18.501133
23.247073	13.419205	-0.063909	26.842235	29.995379	90.136417	-26.534269	-26.610634	-18.500813
22.504936	12.833645	-0.377066	25.909781	29.694345	90.833856	-26.566874	-26.657072	-18.500967
21.728479	12.621299	-0.256951	25.129465	30.150777	90.585865	-26.620890	-26.732620	-18.500973
20.334290	11.529542	0.013307	23.375497	29.553235	89.967382	-26.705276	-26.850822	-18.501329
19.373372	11.707569	0.107683	22.636393	31.145089	89.727438	-26.741728	-26.900713	-18.501459
19.000158	11.079111	0.019742	21.994388	30.246729	89.948572	-26.798727	-26.987494	-18.501574
17.807589	10.163236	0.077655	20.503844	29.714482	89.783002	-26.942633	-27.210718	-18.502003
17.028988	9.777153	0.249247	19.637751	29.862184	89.272769	-27.003435	-27.302462	-18.502903
15.890043	9.163709	0.217073	18.344322	29.971837	89.321987	-27.157864	-27.535954	-18.502586
15.248716	8.713279	0.144147	17.563181	29.744108	89.529750	-27.222559	-27.667074	-18.503883
14.798285	8.623193	-0.010287	17.127428	30.230026	90.034412	-27.345268	-27.871313	-18.504532
13.811628	8.007604	-0.344892	15.968774	30.103986	91.237565	-27.488008	-28.123299	-18.505152
12.125731	7.381292	0.111973	14.196104	31.330113	89.548070	-27.732058	-28.586838	-18.505531
11.866197	6.793587	0.167741	13.674341	29.791825	89.297146	-27.825527	-28.789530	-18.505627
11.696750	6.300259	-0.038170	13.285656	28.308383	90.164614	-27.943630	-29.101824	-18.505846
10.225344	5.897016	-0.100373	11.804343	29.972303	90.487194	-28.076397	-29.500910	-18.505430
8.633823	5.058357	0.483042	10.018144	30.365053	87.236314	-28.035681	-30.051218	-18.504362
8.301362	4.835287	0.172030	9.608445	30.219479	88.974117	-27.865549	-30.071838	-18.503077
7.537775	4.331234	-0.377066	8.701714	29.881837	92.483539	-27.309303	-29.481052	-18.501284
6.150020	3.998773	-0.143271	7.337129	33.032120	91.118876	-26.587370	-28.389950	-18.500994
6.085673	3.376750	0.172030	6.961857	29.024529	88.584053	-26.251007	-27.531298	-18.501942
5.152639	3.072174	0.122698	6.000249	30.804795	88.828292	-26.057190	-26.719532	-18.501463
4.586383	2.752582	-0.042460	5.349152	30.970668	90.454805	-26.169510	-26.119995	-18.501133
3.546103	2.134849	0.066930	4.139675	31.049067	89.073605	-26.440960	-25.975166	-18.501099
2.482230	1.300481	-0.033881	2.802474	27.650775	90.692697	-27.108273	-26.074665	-18.500246
1.980321	0.682747	0.292145	2.114986	19.022448	82.060288	-28.222849	-26.510195	-18.499393
0.731986	0.350287	-0.091793	0.816658	25.573130	96.453741	-29.460737	-27.136374	-18.498745
0.069209	-0.481937	-0.274110	0.558739	-81.827815	119.379162	-33.079399	-29.563574	-18.500229
-1.026838	-0.619211	-0.061764	1.200680	-148.908884	92.948664	-34.824963	-31.230816	-18.500599
-1.826888	-1.292712	0.298580	2.257825	-144.716655	82.400817	-36.645267	-33.022713	-18.500132
-2.092857	-1.466449	-0.233357	2.566121	-144.981353	95.217550	-37.680508	-34.277954	-18.500250
-3.294005	-2.294383	-0.051040	4.014632	-145.141509	90.728448	-36.455414	-33.761189	-18.500416
-3.772319	-2.528178	0.144147	4.543441	-146.170319	88.181911	-34.878235	-32.758846	-18.499660
-4.988481	-3.133042	-0.379211	5.902940	-147.868906	93.683274	-33.125202	-31.571188	-18.499748
-5.940820	-3.542719	0.060495	6.917215	-149.190893	89.498907	-31.549896	-30.412964	-18.499546
-6.981100	-3.767934	-0.087503	7.933520	-151.642770	90.631961	-32.245491	-30.610409	-18.502710
-8.362420	-4.488623	-0.081069	9.491279	-151.774818	90.489391	-30.127928	-29.095518	-18.502579
-8.851458	-4.752447	0.135567	10.047509	-151.768153	89.226908	-29.599318	-28.703489	-18.503672
-9.752319	-5.839915	0.152726	11.368186	-149.085849	89.230235	-28.873196	-28.169916	-18.503653
-10.586688	-6.120897	0.075510	12.229025	-149.964820	89.646218	-28.353359	-27.767164	-18.502562
-11.127205	-6.419039	-0.014576	12.845971	-150.020299	90.065014	-28.041830	-27.535551	-18.502834
-12.281165	-6.796543	0.103393	14.036762	-151.039335	89.577961	-27.799032	-27.346790	-18.502583
-13.439414	-7.386392	-0.059620	15.335586	-151.206509	90.222747	-27.566141	-27.170933	-18.502659
-14.608389	-8.098502	0.114118	16.703406	-150.997181	89.608551	-27.306519	-26.973162	-18.502047
-15.189658	-8.810611	0.030467	17.559997	-149.884549	89.900592	-27.135509	-26.841311	-18.501190
-15.837420	-9.067999	0.006873	18.249727	-150.205930	89.978423	-27.039192	-26.763809	-18.501455
-16.633181	-9.709327	-0.186169	19.260539	-149.726506	90.553820	-26.881811	-26.640129	-18.501266
-17.795720	-10.181206	0.154871	20.502892	-150.225461	89.567205	-26.784138	-26.563129	-18.500858
-18.739479	-10.916909	0.182755	21.688255	-149.776546	89.517194	-26.688011	-26.483820	-18.501316
-19.297155	-11.109951	-0.317008	22.269075	-150.069675	90.815654	-26.647373	-26.449123	-18.501509
-20.268798	-11.146414	0.422985	23.135376	-151.192298	88.952402	-26.611658	-26.419746	-18.501093
-20.835053	-11.942175	-0.085358	24.015043	-150.179654	90.203651	-26.548035	-26.367277	-18.501492
-21.744494	-12.562053	-0.383500	25.115239	-149.984463	90.874919	-26.496305	-26.322960	-18.501244
-22.887729	-13.063961	-0.083214	26.353788	-150.282945	90.180915	-26.463717	-26.294363	-18.501068
-23.516187	-13.520826	0.225653	27.127011	-150.102895	89.523386	-26.431168	-26.265362	-18.501404
-24.301223	-13.859721	0.335043	27.977733	-150.302582	89.313846	-26.408003	-26.242638	-18.501064
-25.146316	-14.398093	0.242812	28.977599	-150.205727	89.519895	-26.397682	-26.221392	-18.500431
-26.197321	-15.262491	-0.031736	30.319041	-149.775034	90.059973	-26.412390	-26.215286	-18.500168
-27.282643	-15.659298	-0.194749	31.457816	-150.145659	90.354708	-26.434126	-26.219240	-18.499359
